data_id,state_id,indicator_id,categories_id,nfhs_id,state_name,state_acronym,category,indicator_name,nfhs_round,ST,Non-ST,Total
174,28,60,8,2,Andhra Pradesh,AP,Child Nutrition,Children under age three years breastfed within one hour of birth (%),NFHS V,55.7,51.8,52
175,28,61,8,2,Andhra Pradesh,AP,Child Nutrition,Children exclusively breastfed for 0-6 months (%),NFHS V,*,66.9,68
176,28,62,8,2,Andhra Pradesh,AP,Child Nutrition,Total children(6-23 months) receiving an adequate diet (%),NFHS V,*,8.5,8.3
177,28,63,8,2,Andhra Pradesh,AP,Child Nutrition,Children under 5 years who are stunted(height-for-age) (%),NFHS V,44.5,30.3,31.2
178,28,64,8,2,Andhra Pradesh,AP,Child Nutrition,Children under 5 years who are wasted(weight-for-height) (%),NFHS V,20,15.8,16.1
179,28,65,8,2,Andhra Pradesh,AP,Child Nutrition,Children under 5 years who are severely wasted(weight-for-height) (%),NFHS V,3.8,6.1,6
180,28,66,8,2,Andhra Pradesh,AP,Child Nutrition,Children under 5 years who are underweight(weight-for-age) (%),NFHS V,45.2,28.7,29.6
181,28,67,8,2,Andhra Pradesh,AP,Child Nutrition,Children under 5 years who are overweight(weight-for-height) (%),NFHS V,1.2,2.8,2.7
182,28,68,8,2,Andhra Pradesh,AP,Child Nutrition,Children aged 6 - 59 months who are anaemic (<11.0g/dl) (%),NFHS V,79.5,63.3,64.2
183,28,69,8,2,Andhra Pradesh,AP,Child Nutrition,Children under age 6 years who received food supplimentation from anganwadi centre in past 12 months (%),NFHS V,84.7,75.1,75.6
184,28,70,8,2,Andhra Pradesh,AP,Child Nutrition,Mothers of children under age 6 years who received any services from AWC while breastfeeding (%),NFHS V,87,86.2,86.2
185,28,71,8,2,Andhra Pradesh,AP,Child Nutrition,Children(6-59 months) who given deworming medication in past 6 months (%),NFHS V,15.9,18.3,18.2
186,28,72,8,2,Andhra Pradesh,AP,Child Nutrition,Children(6-59 months) who given iron supplimentation in past 7 days (%),NFHS V,20.9,21.2,21.2
187,28,73,8,2,Andhra Pradesh,AP,Child Nutrition,Children(0-59 months) who were weighed at anganwadi centre in last 12 months (%),NFHS V,85,75.4,75.9
188,28,74,8,2,Andhra Pradesh,AP,Child Nutrition,Children(0-59 months) who were weighed at anganwadi centre in last 12 months and their mother were counselled from AWC (%),NFHS V,84.6,84.4,84.4
189,28,75,9,2,Andhra Pradesh,AP,Nutritional Status of Adults,Women(15-49 years) whose BMI is below normal (BMI < 18.5 kg/m2) (%),NFHS V,21,14.6,14.8
190,28,76,9,2,Andhra Pradesh,AP,Nutritional Status of Adults,Men(15-49 years) whose BMI is below normal (BMI < 18.5 kg/m2) (%),NFHS V,28.5,16.2,16.6
191,28,77,9,2,Andhra Pradesh,AP,Nutritional Status of Adults,Women(15-49 years)  who are overweight or obese (BMI >= 25.0 kg/m2) (%),NFHS V,21.9,36.9,36.2
192,28,78,9,2,Andhra Pradesh,AP,Nutritional Status of Adults,Men(15-49 years) who are overweight or obese (BMI >= 25.0 kg/m2) (%),NFHS V,12,31.9,31.1
193,28,79,9,2,Andhra Pradesh,AP,Nutritional Status of Adults,Men(15-49 years) with increased risk of metabolic complication(Waist-to-hip ratio>0.90 cm) (%),NFHS V,51.8,53.4,53.3
194,28,80,9,2,Andhra Pradesh,AP,Nutritional Status of Adults,Women(15-49 years) with increased risk of metabolic complication(Waist-to-hip ratio>0.85 cm) (%),NFHS V,53,48.6,48.8
195,28,81,9,2,Andhra Pradesh,AP,Nutritional Status of Adults,Pregnant women(15-49 years) who are anaemic(<11.0 g/dl) (%),NFHS V,*,52.9,53.7
196,28,82,9,2,Andhra Pradesh,AP,Nutritional Status of Adults,Women(15-49 years) years who are anaemic(<12.0 g/dl) (%),NFHS V,62.6,58.7,58.8
197,28,83,10,2,Andhra Pradesh,AP,Diabetes,Women(15-49 years) with high blood sugar level(>140 mg/dl) or taking medicine to control blood sugar level (%),NFHS V,10.1,11.7,11.6
198,28,84,10,2,Andhra Pradesh,AP,Diabetes,Men(15-49 years) with high blood sugar level(>140 mg/dl) or taking medicine to control blood sugar level (%),NFHS V,12.4,22.2,21.8
199,28,85,11,2,Andhra Pradesh,AP,Hypertension,Women(15-49 years) with elevated blood pressure (Systolic >=140 mm of Hg and/or Diastolic >=90 mm of Hg) or taking medicine to control blood pressure (%),NFHS V,10.5,13.5,13.4
200,28,86,11,2,Andhra Pradesh,AP,Hypertension,Men(15-49 years) with elevated  blood pressure (Systolic >=140 mm of Hg and/or Diastolic >=90 mm of Hg) or taking medicine to control blood pressure,NFHS V,11.8,20.8,20.4
201,28,87,12,2,Andhra Pradesh,AP,Substance Use among Adults,Women age 15 years and above who use any kind of tobacco (%),NFHS V,11.2,3.5,3.8
202,28,88,12,2,Andhra Pradesh,AP,Substance Use among Adults,Men age 15 years and above who use any kind of tobacco (%),NFHS V,34.3,22.1,22.6
203,28,89,12,2,Andhra Pradesh,AP,Substance Use among Adults,Women age 15 years and above who consume alcohol (%),NFHS V,3.6,0.4,0.5
204,28,90,12,2,Andhra Pradesh,AP,Substance Use among Adults,Men age 15 years and above who consume alcohol (%),NFHS V,35.9,22.6,23.1
205,28,91,13,2,Andhra Pradesh,AP,Infectious Disease,Households with at least one mosquito net (%),NFHS V,46.8,15.5,16.8
206,28,92,13,2,Andhra Pradesh,AP,Infectious Disease,"Survey population suffering from Tuberculosis(per 100,000 population)",NFHS V,300,200,200
207,28,93,13,2,Andhra Pradesh,AP,Infectious Disease,Women(15-49 years) who have ever heard of tuberculosis (%),NFHS V,79.9,85.9,85.7
208,28,94,13,2,Andhra Pradesh,AP,Infectious Disease,Men(15-49 years) who have ever heard of tuberculosis (%),NFHS V,77.2,80.3,80.2
209,28,95,14,2,Andhra Pradesh,AP,Women's empowerment,Women(15-49 years) who worked in the last 12 months and were paid in cash (%),NFHS V,50.1,41.8,42.1
210,28,96,14,2,Andhra Pradesh,AP,Women's empowerment,Women owning a house and/or land (alone or jointly with others) (%),NFHS V,69.9,47.1,47.8
211,28,97,14,2,Andhra Pradesh,AP,Women's empowerment,Women having a bank or savings account that they themselves use (%),NFHS V,90.7,81.5,81.8
212,28,98,14,2,Andhra Pradesh,AP,Women's empowerment,Women having a mobile phone that they themselves use (%),NFHS V,45.1,49.1,48.9
213,28,99,15,2,Andhra Pradesh,AP,Gender based violence,Ever-married women(18-49 years) who have experienced physical violence ever (%),NFHS V,*,34.6,35
214,28,100,15,2,Andhra Pradesh,AP,Gender based violence,Ever-married women(18-49 years) who have experienced physical violence in past 12 months (%),NFHS V,*,27.9,28.3
215,28,101,15,2,Andhra Pradesh,AP,Gender based violence,Ever-married women(18-49 years) who have experienced physical violence during any pregnancy (%),NFHS V,*,3.3,3.6
216,28,102,15,2,Andhra Pradesh,AP,Gender based violence,Young women(18-29 years) who experienced sexual violence by age 18 (%),NFHS V,*,0.9,1
217,28,103,16,2,Andhra Pradesh,AP,Knowledge around STI/HIV,Women(15-49) ever heard of a sexually transmitted infection (%),NFHS V,81.2,91.9,91.5
218,28,104,16,2,Andhra Pradesh,AP,Knowledge around STI/HIV,Men(15-54 years) ever heard of a sexually transmitted infection (%),NFHS V,89.5,96.7,96.4
219,28,105,16,2,Andhra Pradesh,AP,Knowledge around STI/HIV,Women(15-49) ever heard of HIV-AIDS (%),NFHS V,81.2,91.8,91.4
220,28,106,16,2,Andhra Pradesh,AP,Knowledge around STI/HIV,Men(15-54 years) ever heard of a HIV-AIDS (%),NFHS V,88.2,96.6,96.2
221,28,107,16,2,Andhra Pradesh,AP,Knowledge around STI/HIV,Women(15-49 years) who have comprehensive knowledge about HIV (%),NFHS V,23.2,24.6,24.6
222,28,108,16,2,Andhra Pradesh,AP,Knowledge around STI/HIV,Men(15-54 years) who have comprehensive knowledge about HIV (%),NFHS V,29.4,38.2,37.8
223,28,109,17,2,Andhra Pradesh,AP,Adolescent health,Women(15-24 years) whose Body Mass Index is below normal (BMI < 18.5 kg/m2) (%),NFHS V,32.6,29.1,29.2
224,28,110,17,2,Andhra Pradesh,AP,Adolescent health,Women (15-24 years) years who are anaemic (<12.0 g/dl) (%),NFHS V,66.9,57.3,57.7
225,28,111,17,2,Andhra Pradesh,AP,Adolescent health,Women (15-24 years) with high Blood sugar level (>140 mg/dl) or taking medicine to control blood sugar level (%),NFHS V,2.3,3.8,3.7
226,28,112,17,2,Andhra Pradesh,AP,Adolescent health,Men(15-24 years) with high Blood sugar level (>140 mg/dl) or taking medicine to control blood sugar level (%),NFHS V,4.4,4.6,4.5
227,28,113,17,2,Andhra Pradesh,AP,Adolescent health,Women(15-24 years) with elevated blood pressure (Systolic >=140 mm of Hg and/or Diastolic >=90 mm of Hg) or taking medicine to control blood pressure (%),NFHS V,1.3,3.4,3.3
228,28,114,17,2,Andhra Pradesh,AP,Adolescent health,Men(15-24 years) with elevated blood pressure (Systolic >=140 mm of Hg and/or Diastolic >=90 mm of Hg) or taking medicine to control blood pressure (%),NFHS V,3,6.8,6.6
229,12,1,1,2,Arunachal Pradesh,AR,Population and household profile,"Sex ratio of the total population(females per 1,000 males)",NFHS V,1010,955,997
230,12,2,1,2,Arunachal Pradesh,AR,Population and household profile,"Sex ratio at birth for children(0-6 years) born in the last five years(females per 1,000 males)",NFHS V,950,988,959
231,12,3,1,2,Arunachal Pradesh,AR,Population and household profile,Population(6 years and above) who ever attended school(Male) (%),NFHS V,81.2,84.1,81.9
232,12,4,1,2,Arunachal Pradesh,AR,Population and household profile,Population(6 years and above) who ever attended school(Female) (%),NFHS V,70.4,73.8,71.2
233,12,5,1,2,Arunachal Pradesh,AR,Population and household profile,Women(15-49 years) with 10 or more years of schooling (%),NFHS V,41.7,32.1,39.4
234,12,6,1,2,Arunachal Pradesh,AR,Population and household profile,Women(20-24 years) married before age 18 years (%),NFHS V,17.6,22.2,18.8
235,12,7,1,2,Arunachal Pradesh,AR,Population and household profile,Household population having an Aadhaar Card (%),NFHS V,90.9,88.9,90.5
236,12,8,1,2,Arunachal Pradesh,AR,Population and household profile,Households having BPL card (%),NFHS V,65.8,38.2,59.4
237,12,9,1,2,Arunachal Pradesh,AR,Population and household profile,Households owning agricultural land (%),NFHS V,62.8,33,55.8
238,12,10,1,2,Arunachal Pradesh,AR,Population and household profile,Households with electricity (%),NFHS V,94.8,94.5,94.7
239,12,11,1,2,Arunachal Pradesh,AR,Population and household profile,Households with an improved drinking water source (%),NFHS V,94.8,92.1,94.2
240,12,12,1,2,Arunachal Pradesh,AR,Population and household profile,Households using improved sanitation facility (%),NFHS V,92.9,89.2,92
241,12,13,1,2,Arunachal Pradesh,AR,Population and household profile,"Households with no toilet facility, defecating in open space/field (%)",NFHS V,1.3,1.9,1.5
242,12,14,1,2,Arunachal Pradesh,AR,Population and household profile,Households using clean fuel for cooking (%),NFHS V,52.3,56.1,53.2
243,12,15,1,2,Arunachal Pradesh,AR,Population and household profile,Households having pucca house (%),NFHS V,22.7,30.4,24.5
244,12,16,1,2,Arunachal Pradesh,AR,Population and household profile,Households with presence of water and soap/detergent at handwashing place (%),NFHS V,69.1,71.5,69.6
245,12,17,1,2,Arunachal Pradesh,AR,Population and household profile,Households with any usual member covered by a health scheme or health insurance (%),NFHS V,29.8,27.5,29.3
246,12,18,1,2,Arunachal Pradesh,AR,Population and household profile,Household population having any form of disability (hearing/speech/visual/mental/locomotive/other) (%),NFHS V,0.6,0.4,0.6
247,12,19,2,2,Arunachal Pradesh,AR,Access to Communication/Mass Media,Households having access to internet (%),NFHS V,55.9,71.9,59.6
248,12,20,2,2,Arunachal Pradesh,AR,Access to Communication/Mass Media,Households owning a mobile/telephone (%),NFHS V,89.5,92.8,90.3
249,12,21,2,2,Arunachal Pradesh,AR,Access to Communication/Mass Media,"Women(15-49 years) with exposure to mass media i.e.,newspaper,TV,radio,watch movie in theatre (%)",NFHS V,46.6,46.5,46.6
250,12,22,2,2,Arunachal Pradesh,AR,Access to Communication/Mass Media,Women(15-49 years) using internet (%),NFHS V,55.3,46.9,52.9
251,12,23,3,2,Arunachal Pradesh,AR,Reproductive and Sexual Health,Menstruating woman(15-24 years) using hygienic method for blood stain prevention during menstruation (%),NFHS V,92.7,90.1,92
252,12,24,3,2,Arunachal Pradesh,AR,Reproductive and Sexual Health,Currently married women(15-49 years) using any family planning method (%),NFHS V,57.2,64.7,59.1
253,12,25,3,2,Arunachal Pradesh,AR,Reproductive and Sexual Health,Currently married women(15-49 years) using female sterilization (%),NFHS V,19.2,15.4,18.2
254,12,26,3,2,Arunachal Pradesh,AR,Reproductive and Sexual Health,Currently married women(15-49 years) using male sterilization (%),NFHS V,0,0,0
255,12,27,3,2,Arunachal Pradesh,AR,Reproductive and Sexual Health,Currently married women(15-49 years) using modern contraceptive obtained from public health facility (%),NFHS V,74.4,58.5,70.4
256,12,28,3,2,Arunachal Pradesh,AR,Reproductive and Sexual Health,Total unmet need among currently married women(15-49 years) (%),NFHS V,13.4,9.6,12.4
257,12,29,3,2,Arunachal Pradesh,AR,Reproductive and Sexual Health,Total unmet need for spacing among currently married women(15-49 years) (%),NFHS V,7.7,5,7
258,12,30,4,2,Arunachal Pradesh,AR,Maternity Care (for last birth in the 5 years before the survey),Women(15-19 years) who were already mothers or pregnant at the time of the survey (%),NFHS V,5.5,7.4,6
259,12,31,4,2,Arunachal Pradesh,AR,Maternity Care (for last birth in the 5 years before the survey),Mothers who had antenatal check-up in the first trimester (%),NFHS V,51,59.3,53.1
260,12,32,4,2,Arunachal Pradesh,AR,Maternity Care (for last birth in the 5 years before the survey),Mothers who had at least four antenatal care visits during last pregnancy (%),NFHS V,36,38.4,36.6
261,12,33,4,2,Arunachal Pradesh,AR,Maternity Care (for last birth in the 5 years before the survey),Mothers who consumed iron & folic acid for 100 days or more when they were pregnant (%),NFHS V,20.4,34.2,23.8
262,12,34,4,2,Arunachal Pradesh,AR,Maternity Care (for last birth in the 5 years before the survey),Mothers who had full antenatal care (%),NFHS V,12.7,19.6,14.4
263,12,35,4,2,Arunachal Pradesh,AR,Maternity Care (for last birth in the 5 years before the survey),Registered pregnancies for which the mother received Mother and Child Protection card (%),NFHS V,95.3,96.4,95.6
264,12,36,4,2,Arunachal Pradesh,AR,Maternity Care (for last birth in the 5 years before the survey),Mothers(15-49 years) who received advice on breastfeeding from any provider during pregnancy (%),NFHS V,26.3,30.4,27.3
265,12,37,4,2,Arunachal Pradesh,AR,Maternity Care (for last birth in the 5 years before the survey),Mothers(15-49 years) who received health and nutrition education from the AWC during pregnancy (%),NFHS V,17,22.8,18.4
266,12,38,4,2,Arunachal Pradesh,AR,Maternity Care (for last birth in the 5 years before the survey),Mothers(15-49 years) who received food supplements from the anganwadi center during pregnancy (%),NFHS V,24.8,30.7,26.3
267,12,39,5,2,Arunachal Pradesh,AR,Delivery Care (for births in the 5 years before the survey) ,Institutional births (%),NFHS V,80.3,75.8,79.2
268,12,40,5,2,Arunachal Pradesh,AR,Delivery Care (for births in the 5 years before the survey) ,Institutional births in public facility (%),NFHS V,75.9,71.6,74.8
269,12,41,5,2,Arunachal Pradesh,AR,Delivery Care (for births in the 5 years before the survey) ,Births delivered by caesarean section (%),NFHS V,15.8,11.6,14.8
270,12,42,5,2,Arunachal Pradesh,AR,Delivery Care (for births in the 5 years before the survey) ,Home births that were conducted by skilled health personnel (%),NFHS V,18.2,21.8,19.2
271,12,43,5,2,Arunachal Pradesh,AR,Delivery Care (for births in the 5 years before the survey) ,Births in a public health facility delivered by caesarean section (%),NFHS V,18.1,13.5,17
272,12,44,5,2,Arunachal Pradesh,AR,Delivery Care (for births in the 5 years before the survey) ,Mothers who received financial assistance under Janani Suraksha Yojana for births delivered in an institution (%),NFHS V,8.1,10.1,8.6
273,12,45,5,2,Arunachal Pradesh,AR,Delivery Care (for births in the 5 years before the survey) ,Average out of pocket expenditure per delivery in ANY health facility in INR,NFHS V,13200,9310,12170
274,12,46,6,2,Arunachal Pradesh,AR,Postnatal care (for births in the 5 years before the survey),Women who had first postnatal check-up within two days (%),NFHS V,58.4,61.6,59.2
275,12,47,6,2,Arunachal Pradesh,AR,Postnatal care (for births in the 5 years before the survey),Children born at home within the five years preceding the survey received PNC within 24 hours of delivery (%),NFHS V,0,0,0
